50000212	凛として咲く花の如く〜ひなビタ♪ edition〜	日向美ビタースイーツ♪	5	7	9
50000213	robin	S-C-U	4	6	9
50000214	カラフルミニッツ	Qrispy Joybox feat. mao	3	5	9
50000215	Water Horizon	Ryu☆	5	9	10
50000216	優勢オーバードーズ	PON	3	6	9
50000217	Take Your Way	livetune adding Fukase(from SEKAI NO OWARI)	2	5	8
50000218	でんでんぱっしょん	でんぱ組.inc	3	6	9
50000219	1 2 3 〜恋がはじまる〜	 	3	6	8
50000220	影縫い胤撒き	Akhuta	3	6	9
50000221	最終回STORY	MY FIRST STORY	3	5	8
50000222	キセキ	 	2	5	7
50000223	人生は素晴らしい物語。(Dear Japan Remix)	ハジ→	2	4	8
50000224	Follow Me	E-girls	3	5	7
50000225	リーゼントブルース	RIKI	2	5	7
50000226	METROPOLIS	→Pia-no-jaC←	3	7	10
50000227	DNA狂詩曲	ももいろクローバーZ	3	6	8
50000228	セツナトリップ	Last Note. feat. GUMI	3	7	9
50000229	ドリームメイカー	TRIPLANE	2	4	7
50000230	ジャパンパン〜日本全国地元化計画〜	C&K	3	6	9
50000231	eternal reality	fripSide	3	6	8
50000232	Endless Chain 〜2人でトリガーをひこう〜	私立BEMANI学園軽音楽部	2	5	8
50000233	天ノ弱	164 feat. GUMI	3	6	9
50000234	ちくわパフェだよ☆CKP	日向美ビタースイーツ♪	4	7	9
50000235	ほしふり	Sana	4	7	9
50000236	Sky Is The Limit	Sota F. feat.Anna	3	7	9
50000237	ツキミチヌ	CULTVOICE by S.S.D. PRODUCTS	3	6	8
50000238	ポップミュージック論	ギラギラメガネ団	3	6	8
50000239	ZED	USAO	4	8	10
50000240	CHEAT DANCER - short ver -	X.I.P.	2	5	8
50000241	Show up ! - short ver -	3 Majesty	2	5	8
50000242	athletic meet of sound toy	Mr.T	5	8	9
50000243	LANA - キロクノカケラ(sasakure.UK Framework Remix) -	TOMOSUKE×Jazzin'park	3	6	8
50000244	HYDRA	96	3	9	10
50000245	カタルシスの月	日向美ビタースイーツ♪	4	6	9
50000246	SAVIOR OF SONG(feat. MY FIRST STORY)	ナノ	4	7	9
50000247	ブルー・フィールド	Trident (渕上 舞・沼倉愛美・山村 響)	2	5	8
50000248	Ray	源屋	3	7	9
50000249	Gott	Hommarju	5	9	10
50000250	Unicorn tail Dustboxxxx RMX	Dustboxxxx	4	8	10
50000251	unisonote	onoken	2	4	9
50000252	Mono Logic	DJ NAGAI feat. Ayumi Nomiya	4	8	9
50000253	Nature (jubeat version)	Mutsuhiko Izumi	5	9	10
50000254	Stella Sinistra	Akhuta Philharmonic Orchestra	4	7	9
50000255	マインド・ゲーム	96 with メカショッチョー	3	7	9
50000256	PUNISHER	TAG×PON	4	8	10
50000257	HYENA	Hommarju	4	7	10
50000258	Squeeze	VENUS feat. Mutsuhiko Izumi	4	8	10
50000259	デッドボヲルdeホームラン	猫叉Masterβ2	4	7	9
50000260	野球の遊び方 そしてその歴史 〜決定版〜	あさき大監督	3	6	9
50000261	轟け！恋のビーンボール！！	ダイナミック野球兄弟 v.s. クロスファイヤーPrim	4	7	10
50000262	IX	dj TAKA VS DJ TOTTO feat.藍	5	9	10
50000263	恋愛観測	NU-KO	3	7	9
50000264	December Breeze	dj silverberg	4	9	10
50000265	8 -eight-	Tom-H@ck feat.Nadia	4	7	9
50000266	Condor	Remo-con	3	6	9
50000267	いーあるふぁんくらぶ	みきとP	2	5	8
50000268	ロストワンの号哭	Neru	4	8	10
50000269	smooooch・∀・	kors k	3	8	10
50000270	Second Heaven	Ryu☆	4	7	9
50000271	V	TAKA	4	9	10
50000272	恋する☆宇宙戦争っ!!	Prim	5	8	10
50000273	Dispersion Star	ZUKI	2	6	9
50000274	星屑のキロク	小野秀幸	4	7	9
50000275	Engraved Mark	Ryu☆ ∞ Des-ROW	4	8	10
50000276	Milchstra?e	Buluka & Nilo	3	5	9
50000277	DANCE ALL NIGHT	Sota Fujimori	3	6	9
50000280	time granular	ZUKI	4	7	9
50000281	Energy	SAYA	3	6	9
50000282	ホーンテッド★メイドランチ	日向美ビタースイーツ♪	3	6	9
50000283	Born to be	ナノ	3	7	9
50000284	閃光のPRISONER	南里侑香	2	6	8
50000286	BLUE DRAGON	青龍	3	6	9
50000287	Follow Tomorrow	HHH×MM×ST	4	7	9
50000288	SHION	DJ YOSHITAKA	4	7	9
50000291	ラクガキスト	cosMo＠暴走P feat.GUMI	4	8	10
50000293	aura	Expander	4	6	9
50000294	走れメロンパン	日向美ビタースイーツ♪	3	5	8
50000295	滅びに至るエランプシス	日向美ビタースイーツ♪	3	6	8
50000316	think about you	HaKU	3	5	9
50000317	dye it white	HaKU	2	6	9
50000323	ドーパミン	U1 overground	5	9	10
50000324	Timberwolves	S-C-U	5	8	10
50000325	枝に結ぶ願い	Akhuta	4	8	9
50000326	アイネクライネ	→Pia-no-jaC←	3	8	10
50000330	STERLING SILVER	TAG	5	8	10
50000332	Blue Goose	Mutsuhiko Izumi	5	8	10
50000333	十面相	YM feat. GUMI	4	8	9
50000338	Metric	Hommarju	3	7	9
50000339	FUNKY SUMMER BEACH	P*Light	4	7	10
50000343	都会征服Girls☆	日向美ビタースイーツ♪	3	6	8
50000351	ハンガリー舞曲 第5番 (jubeat version)	H.D.5 Orchestra	3	6	9
50000367	温故知新でいこっ!	日向美ビタースイーツ♪	3	6	8
50000368	"10,000,000,000"	TAG feat. 96	3	8	10
50000372	Scars of FAUNA	猫叉Master	4	7	10
50000380	滅亡天使†にこきゅっぴん	日向美ビタースイーツ♪	2	5	9
50000381	High School Love	DJ YOSHITAKA feat.DWP	3	7	9
50000382	planarian	S-C-U	3	7	10
50000383	7 Colors	kors k feat.吉河順央	3	7	9
50000385	Spanish Snowy Dance	Mutsuhiko Izumi	4	7	9
50000387	まるでマトリョーシカ	seiya-murai feat. ALT	4	7	8
50000388	フレッフレー♪熱血チアガール	裏マドンナだ！Primちゃん	4	8	10
50000400	乙女繚乱 舞い咲き誇れ	日向美ビタースイーツ♪	4	7	9
